userId,movieId,rating,timestamp
1,296,5.0,1147880044
1,306,3.5,1147868817
1,307,5.0,1147868828
1,665,5.0,1147878820
1,899,3.5,1147868510
1,1088,4.0,1147868495
1,1175,3.5,1147868826
1,1217,3.5,1147878326
1,1237,5.0,1147868839
1,1250,4.0,1147868414
1,1260,3.5,1147877857
1,1653,4.0,1147868097
1,2011,2.5,1147868079
1,2012,2.5,1147868068
1,2068,2.5,1147869044
1,2161,3.5,1147868609
1,2351,4.5,1147877957
1,2573,4.0,1147878923
1,2632,5.0,1147878248
1,2692,5.0,1147869100
1,2843,4.5,1147868891
1,3448,4.0,1147868480
1,3569,5.0,1147879603
1,3949,5.0,1147868678
1,4144,5.0,1147868898
1,4308,3.0,1147868534
1,4325,5.0,1147878122
1,4422,3.0,1147869048
1,4703,4.0,1147869223
1,4973,4.5,1147869080
1,5147,4.0,1147877654
1,5269,0.5,1147879571
1,5684,2.0,1147879797
1,5767,5.0,1147878729
1,5878,4.0,1147868807
1,5912,3.0,1147878698
1,5952,4.0,1147868053
1,6016,5.0,1147869090
1,6370,4.5,1147869191
1,6377,4.0,1147868469
1,6539,3.5,1147868461
1,6711,5.0,1147868622
1,6954,3.5,1147869150
1,7209,4.0,1147877986
1,7234,4.5,1147868869
1,7318,2.0,1147879850
1,7323,3.5,1147869119
1,7327,3.5,1147868855
1,7361,5.0,1147880055
1,7365,4.0,1147869033
1,7820,2.5,1147878050
1,7937,3.0,1147878055
1,7938,2.5,1147878063
1,7939,2.5,1147869183
1,7940,4.5,1147877967
1,8014,3.5,1147869155
1,8154,5.0,1147868865
1,8327,5.0,1147879375
1,8360,4.0,1147868682
1,8405,3.5,1147878095
1,8685,1.0,1147878023
1,8729,3.5,1147878452
1,8786,4.0,1147877853
1,8873,3.0,1147869094
1,8973,4.0,1147869211
1,27193,3.0,1147879774
1,27266,4.5,1147879365
1,27721,3.0,1147869115
1,31956,3.5,1147877610
1,32591,5.0,1147879538
2,1,3.5,1141415820
2,62,0.5,1141417130
2,110,5.0,1141416589
2,150,4.0,1141415790
2,151,4.5,1141415643
2,236,4.0,1141415659
2,260,5.0,1141417172
2,261,0.5,1141417855
2,266,1.0,1141415926
2,318,5.0,1141417181
2,333,5.0,1141415931
2,349,4.5,1141417045
2,356,4.5,1141416637
2,364,4.5,1141417077
2,380,1.0,1141415808
2,457,5.0,1141416618
2,480,2.0,1141417088
2,497,4.0,1141415566
2,524,3.5,1141417112
2,527,5.0,1141415816
2,534,4.5,1141417814
2,553,2.0,1141415539
2,588,2.0,1141417189
2,589,4.0,1141416748
2,653,3.0,1141415552
2,733,4.5,1141415905
2,858,3.5,1141416926
2,914,4.0,1141417642
2,953,4.5,1141417487
2,1035,1.0,1141415899
2,1080,1.0,1141415532
2,1136,5.0,1141417950
2,1196,5.0,1141417198
2,1197,5.0,1141415874
2,1198,4.0,1141417032
2,1201,2.5,1141415887
2,1210,5.0,1141416665
2,1246,4.0,1141416793
2,1257,5.0,1141417313
2,1270,4.0,1141417013
2,1271,1.5,1141417736
2,1275,4.5,1141417237
2,1283,4.0,1141416205
2,1287,5.0,1141417140
2,1291,5.0,1141416603
2,1293,5.0,1141417937
2,1299,1.0,1141416220
2,1302,3.0,1141417036
2,1356,5.0,1141417272
2,1374,4.5,1141415576
2,1376,5.0,1141417402
2,1393,4.0,1141417243
2,1431,3.0,1141416190
2,1465,3.0,1141417875
2,1485,3.0,1141415592
2,1488,5.0,1141416185
2,1527,3.0,1141417716
2,1580,4.5,1141417059
2,1584,5.0,1141416806
2,1587,1.0,1141416172
2,1610,5.0,1141416601
2,1653,4.5,1141415586
2,1672,4.5,1141417310
2,1674,4.0,1141417397
2,1682,4.5,1141415845
2,1693,4.0,1141417194
2,1722,0.5,1141415864
2,1873,4.0,1141416788
2,1907,4.0,1141417054
2,1923,0.5,1141417516
2,1957,3.5,1141416148
2,1968,1.0,1141415850
2,2028,4.0,1141415840
2,2081,1.5,1141415857
2,2083,4.5,1141417581
2,2115,3.5,1141417320
2,2138,4.5,1141416899
2,2139,4.0,1141416834
2,2150,5.0,1141418008
2,2194,5.0,1141415685
2,2268,4.5,1141416973
2,2273,2.0,1141416159
2,2294,4.5,1141416879
2,2324,1.5,1141417726
2,2355,4.5,1141416727
2,2359,5.0,1141417423
2,2406,2.5,1141415647
2,2470,5.0,1141415787
2,2496,4.0,1141416084
2,2501,4.5,1141416992
2,2571,5.0,1141416743
2,2617,4.0,1141415674
2,2640,5.0,1141415619
2,2643,0.5,1141416130
2,2694,4.0,1141416108
2,2720,0.5,1141416127
2,2745,5.0,1141416889
2,2761,0.5,1141417472
2,2762,4.0,1141415823
2,2797,1.0,1141415509
2,2918,4.5,1141417214
2,2987,0.5,1141417894
2,3098,3.0,1141417049
2,3105,4.0,1141417224
2,3107,3.0,1141416048
2,3114,4.5,1141416634
2,3148,2.0,1141417561
2,3175,3.5,1141417288
2,3360,5.0,1141417108
2,3396,4.5,1141417711
2,3479,2.0,1141416018
2,3510,4.0,1141416005
2,3578,5.0,1141415803
2,3793,5.0,1141416682
2,3889,2.5,1141416465
2,3916,3.0,1141416027
2,3948,3.0,1141415798
2,3994,3.0,1141416826
2,4016,5.0,1141417302
2,4019,3.5,1141416607
2,4022,5.0,1141415827
2,4023,3.0,1141417651
2,4103,4.5,1141417831
2,4299,4.5,1141415991
2,4306,4.5,1141416668
2,4535,3.0,1141417024
2,4571,1.5,1141415984
2,4720,4.0,1141416850
2,4857,1.0,1141415978
2,4874,4.5,1141417848
2,4886,5.0,1141415669
2,4896,5.0,1141416646
2,4963,4.0,1141416715
2,4993,5.0,1141417201
2,4995,5.0,1141416710
2,5010,2.0,1141417260
2,5103,5.0,1141417118
2,5349,5.0,1141416664
2,5418,5.0,1141416643
2,5445,3.5,1141415632
2,5574,3.0,1141416403
2,5816,5.0,1141415950
2,5952,5.0,1141415528
2,5955,4.0,1141417229
2,6156,2.0,1141416367
2,6157,3.5,1141415970
2,6213,2.5,1141416376
2,6287,2.0,1141416381
2,6311,5.0,1141417263
2,6333,5.0,1141416621
2,6539,5.0,1141417009
2,6565,3.0,1141417018
2,6753,3.0,1141416362
2,6879,5.0,1141417251
2,6947,4.0,1141417529
2,7004,2.0,1141416351
2,7007,0.5,1141416347
2,7075,5.0,1141417136
2,7090,2.0,1141417947
2,7143,5.0,1141416613
2,7153,5.0,1141416779
2,7162,0.5,1141417617
2,7386,4.0,1141416631
2,7624,3.5,1141417410
2,8010,5.0,1141417603
2,8360,4.0,1141416674
2,8368,5.0,1141416671
2,8636,5.0,1141416722
2,8665,4.0,1141416737
2,8958,2.5,1141417439
2,8961,4.5,1141415946
2,8970,5.0,1141417268
2,27821,4.5,1141416326
2,30749,5.0,1141417778
2,30848,0.5,1141417769
2,31923,3.5,1141416839
2,33166,0.5,1141417699
2,33493,4.5,1141416763
2,33660,5.0,1141416970
2,33794,5.0,1141416640
2,34162,0.5,1141416317
2,35836,0.5,1141417449
2,36527,3.5,1141417382
2,40815,5.0,1141416609
